id;date;enfant_id;type_demande;heure_depart;lieu_depart;lieu_arrivee;distance_km;duree_estimee;cout_taxi_estime
TRA_2998;31/07/2024;ENF_096;Réunion éducative;12:00;Tournefeuille;Plaisance-du-Touch;34;90;60
TRA_2999;31/07/2024;ENF_078;Rendez-vous médical;16:30;Balma;Toulouse;48;180;54
TRA_3000;31/07/2024;ENF_053;Loisirs encadrés;16:45;Fonsorbes;Saint-Gaudens;14;15;78
TRA_3001;31/07/2024;ENF_108;Consultation spécialisée;15:45;Castanet-Tolosan;Portet-sur-Garonne;43;120;62
TRA_3002;31/07/2024;ENF_144;Consultation spécialisée;14:00;Pins-Justaret;Castanet-Tolosan;13;45;31
TRA_3003;31/07/2024;ENF_160;Loisirs encadrés;08:00;Balma;Ramonville-Saint-Agne;32;15;29
TRA_3004;31/07/2024;ENF_197;Formation professionnelle;17:15;Colomiers;Blagnac;36;120;27
TRA_3005;01/08/2024;ENF_036;Consultation psychologique;08:30;Ramonville-Saint-Agne;Cugnaux;43;30;63
TRA_3006;01/08/2024;ENF_188;Formation professionnelle;19:45;Colomiers;Frouzins;22;180;23
TRA_3007;01/08/2024;ENF_058;Visite familiale encadrée;09:45;Cugnaux;Portet-sur-Garonne;25;15;24
TRA_3008;01/08/2024;ENF_088;Visite éducative;11:30;Saint-Orens-de-Gameville;Saint-Orens-de-Gameville;10;30;44
TRA_3009;01/08/2024;ENF_025;Transport scolaire;12:00;Plaisance-du-Touch;Toulouse;18;120;43
TRA_3010;01/08/2024;ENF_172;Activité thérapeutique;11:45;Toulouse;Plaisance-du-Touch;14;60;34
TRA_3011;01/08/2024;ENF_169;Consultation spécialisée;11:00;Fonsorbes;Cugnaux;29;180;29
TRA_3012;01/08/2024;ENF_156;Activité thérapeutique;16:15;Saint-Orens-de-Gameville;Plaisance-du-Touch;33;30;63
TRA_3013;01/08/2024;ENF_131;Transport scolaire;19:45;Saint-Orens-de-Gameville;Saint-Gaudens;7;45;24
TRA_3014;01/08/2024;ENF_002;Audience tribunal;12:15;Colomiers;Pibrac;8;15;59
TRA_3015;01/08/2024;ENF_178;Transport d'urgence;12:15;L'Union;Saint-Orens-de-Gameville;47;45;52
TRA_3016;01/08/2024;ENF_015;Audience tribunal;15:15;Tournefeuille;Tournefeuille;13;15;76
TRA_3017;01/08/2024;ENF_021;Loisirs encadrés;18:45;Pins-Justaret;Castanet-Tolosan;10;45;60
TRA_3018;01/08/2024;ENF_054;Formation professionnelle;17:45;L'Union;Ramonville-Saint-Agne;5;45;76
TRA_3019;01/08/2024;ENF_170;Formation professionnelle;09:30;Ramonville-Saint-Agne;Castanet-Tolosan;21;60;76
TRA_3020;01/08/2024;ENF_083;Transport scolaire;16:45;Tournefeuille;Toulouse;39;30;23
TRA_3021;01/08/2024;ENF_119;Transport d'urgence;09:00;Pibrac;Saint-Gaudens;22;15;67
TRA_3022;01/08/2024;ENF_099;Activité thérapeutique;10:30;Balma;Blagnac;29;180;41
TRA_3023;01/08/2024;ENF_079;Formation professionnelle;17:15;Balma;Ramonville-Saint-Agne;22;30;34
TRA_3024;01/08/2024;ENF_171;Consultation psychologique;12:45;Castanet-Tolosan;Toulouse;28;90;40
TRA_3025;01/08/2024;ENF_127;Visite éducative;19:45;Frouzins;Pibrac;42;90;74
TRA_3026;04/08/2024;ENF_164;Rendez-vous médical;19:30;Saint-Gaudens;Clinique Saint-Jean;37;120;36
TRA_3027;04/08/2024;ENF_013;Loisirs encadrés;16:45;Blagnac;Muret;29;180;72
TRA_3028;04/08/2024;ENF_089;Audience tribunal;16:00;Fonsorbes;Castanet-Tolosan;5;120;40
TRA_3029;04/08/2024;ENF_031;Visite familiale encadrée;17:00;Tournefeuille;Cugnaux;21;60;37
TRA_3030;04/08/2024;ENF_160;Visite familiale encadrée;11:00;Balma;Balma;49;180;29
TRA_3031;04/08/2024;ENF_199;Réunion éducative;11:45;Balma;Cornebarrieu;22;180;55
TRA_3032;04/08/2024;ENF_166;Visite familiale encadrée;16:15;Saint-Orens-de-Gameville;Frouzins;25;15;23
TRA_3033;04/08/2024;ENF_149;Formation professionnelle;08:00;Muret;L'Union;37;60;48
TRA_3034;04/08/2024;ENF_040;Loisirs encadrés;15:30;Tournefeuille;Balma;6;90;22
TRA_3035;04/08/2024;ENF_020;Visite éducative;18:00;Ramonville-Saint-Agne;Lèguevin;18;90;21
TRA_3036;04/08/2024;ENF_084;Loisirs encadrés;15:15;Saint-Gaudens;Lèguevin;41;30;24
TRA_3037;04/08/2024;ENF_003;Transport scolaire;19:00;Castanet-Tolosan;Villefranche de Lauragais;30;60;40
TRA_3038;04/08/2024;ENF_075;Activité thérapeutique;10:00;Frouzins;Pibrac;46;120;27
TRA_3039;04/08/2024;ENF_110;Formation professionnelle;19:45;Saint-Orens-de-Gameville;Toulouse;5;30;47
TRA_3040;04/08/2024;ENF_194;Loisirs encadrés;13:45;Fonsorbes;Fonsorbes;22;45;28
TRA_3041;04/08/2024;ENF_058;Activité thérapeutique;09:00;Cugnaux;Cugnaux;10;45;58
TRA_3042;04/08/2024;ENF_169;Réunion éducative;15:00;Fonsorbes;Fonsorbes;9;180;43
TRA_3043;04/08/2024;ENF_117;Visite éducative;12:30;Tournefeuille;Muret;28;180;79
TRA_3044;04/08/2024;ENF_013;Transport scolaire;12:30;Blagnac;Villefranche de Lauragais;40;90;51
TRA_3045;04/08/2024;ENF_183;Consultation psychologique;10:00;Balma;Saint-Orens-de-Gameville;9;15;48
TRA_3046;04/08/2024;ENF_183;Visite éducative;15:15;Balma;Pins-Justaret;19;15;41
TRA_3047;04/08/2024;ENF_166;Activité thérapeutique;10:00;Saint-Orens-de-Gameville;Pins-Justaret;49;30;57
TRA_3048;05/08/2024;ENF_066;Visite éducative;09:00;Colomiers;Cornebarrieu;5;180;72
TRA_3049;05/08/2024;ENF_039;Réunion éducative;17:30;Lèguevin;Plaisance-du-Touch;8;30;51
TRA_3050;05/08/2024;ENF_083;Rendez-vous médical;08:45;Tournefeuille;Clinique Saint-Jean;19;60;50
TRA_3051;05/08/2024;ENF_053;Loisirs encadrés;17:00;Fonsorbes;Castanet-Tolosan;31;60;45
TRA_3052;05/08/2024;ENF_151;Transport scolaire;12:00;Muret;Toulouse;24;60;45
TRA_3053;05/08/2024;ENF_058;Activité thérapeutique;08:00;Cugnaux;Colomiers;49;15;21
TRA_3054;05/08/2024;ENF_182;Transport d'urgence;15:45;Saint-Orens-de-Gameville;Balma;16;90;63
TRA_3055;05/08/2024;ENF_038;Consultation psychologique;09:30;Fonsorbes;Cornebarrieu;25;90;78
TRA_3056;05/08/2024;ENF_071;Consultation spécialisée;16:30;Fonsorbes;Blagnac;48;180;33
TRA_3057;05/08/2024;ENF_067;Visite éducative;13:30;Frouzins;Blagnac;33;60;64
TRA_3058;05/08/2024;ENF_134;Activité thérapeutique;10:30;Ramonville-Saint-Agne;Fonsorbes;12;180;48
TRA_3059;05/08/2024;ENF_055;Formation professionnelle;17:00;Balma;Saint-Gaudens;28;90;35
TRA_3060;05/08/2024;ENF_082;Réunion éducative;09:30;Cugnaux;Plaisance-du-Touch;32;180;24
TRA_3061;05/08/2024;ENF_152;Consultation psychologique;09:00;Tournefeuille;Castanet-Tolosan;22;120;60
TRA_3062;05/08/2024;ENF_128;Visite familiale encadrée;08:45;Pibrac;Plaisance-du-Touch;21;45;20
TRA_3063;05/08/2024;ENF_099;Rendez-vous médical;18:45;Balma;Balma;37;45;47
TRA_3064;05/08/2024;ENF_078;Loisirs encadrés;15:15;Balma;Ramonville-Saint-Agne;13;45;35
TRA_3065;05/08/2024;ENF_103;Audience tribunal;14:45;Castanet-Tolosan;Tournefeuille;7;30;38
TRA_3066;05/08/2024;ENF_002;Rendez-vous médical;14:15;Colomiers;Clinique Saint-Jean;35;60;32
TRA_3067;05/08/2024;ENF_017;Transport d'urgence;18:15;Cornebarrieu;Pibrac;49;30;41
TRA_3068;05/08/2024;ENF_138;Transport scolaire;19:00;Pibrac;Saint-Gaudens;17;60;70
TRA_3069;05/08/2024;ENF_013;Visite familiale encadrée;10:45;Blagnac;Toulouse;27;45;29
TRA_3070;06/08/2024;ENF_102;Loisirs encadrés;19:45;Fonsorbes;Ramonville-Saint-Agne;39;60;67
TRA_3071;06/08/2024;ENF_156;Loisirs encadrés;14:00;Saint-Orens-de-Gameville;Fonsorbes;14;90;25
TRA_3072;06/08/2024;ENF_148;Consultation spécialisée;18:00;Fonsorbes;Cugnaux;21;90;34
TRA_3073;06/08/2024;ENF_069;Visite éducative;08:00;Ramonville-Saint-Agne;Castanet-Tolosan;47;120;23
TRA_3074;06/08/2024;ENF_040;Réunion éducative;13:45;Tournefeuille;Saint-Gaudens;12;90;40
TRA_3075;06/08/2024;ENF_007;Loisirs encadrés;18:30;Frouzins;Cugnaux;22;90;73
TRA_3076;06/08/2024;ENF_071;Visite familiale encadrée;09:15;Fonsorbes;Ramonville-Saint-Agne;39;15;55
TRA_3077;06/08/2024;ENF_065;Visite familiale encadrée;15:30;Cugnaux;Tournefeuille;38;90;45
TRA_3078;06/08/2024;ENF_142;Rendez-vous médical;19:30;Fonsorbes;Balma;9;90;37
TRA_3079;06/08/2024;ENF_023;Rendez-vous médical;09:00;Tournefeuille;Balma;22;60;43
TRA_3080;06/08/2024;ENF_058;Consultation spécialisée;18:45;Cugnaux;Blagnac;9;30;29
TRA_3081;06/08/2024;ENF_036;Consultation spécialisée;12:45;Ramonville-Saint-Agne;Tournefeuille;26;120;62
TRA_3082;06/08/2024;ENF_192;Activité thérapeutique;17:30;Balma;Plaisance-du-Touch;46;30;24
TRA_3083;06/08/2024;ENF_022;Transport scolaire;17:00;Portet-sur-Garonne;Toulouse;8;180;70
TRA_3084;06/08/2024;ENF_138;Audience tribunal;15:30;Pibrac;Blagnac;22;45;64
TRA_3085;06/08/2024;ENF_180;Activité thérapeutique;19:45;Colomiers;Saint-Orens-de-Gameville;18;120;68
TRA_3086;06/08/2024;ENF_173;Loisirs encadrés;19:45;Pibrac;Lèguevin;13;120;39
TRA_3087;06/08/2024;ENF_182;Formation professionnelle;17:45;Saint-Orens-de-Gameville;Fonsorbes;47;30;76
TRA_3088;06/08/2024;ENF_023;Transport scolaire;12:30;Tournefeuille;Toulouse;43;60;77
TRA_3089;06/08/2024;ENF_043;Transport d'urgence;16:00;Toulouse;Cornebarrieu;49;15;76
TRA_3090;06/08/2024;ENF_015;Formation professionnelle;13:15;Tournefeuille;Blagnac;35;90;73
TRA_3091;06/08/2024;ENF_030;Activité thérapeutique;08:30;Toulouse;Plaisance-du-Touch;8;15;41
TRA_3092;07/08/2024;ENF_137;Transport d'urgence;18:00;Tournefeuille;Tournefeuille;39;30;57
TRA_3093;07/08/2024;ENF_081;Audience tribunal;16:45;Pibrac;Saint-Orens-de-Gameville;12;180;75
TRA_3094;07/08/2024;ENF_081;Transport d'urgence;11:00;Pibrac;Pins-Justaret;38;120;78
TRA_3095;07/08/2024;ENF_185;Visite éducative;18:30;Muret;Cornebarrieu;25;30;51
TRA_3096;07/08/2024;ENF_096;Transport scolaire;16:00;Tournefeuille;Saint-Gaudens;29;60;55
TRA_3097;07/08/2024;ENF_109;Transport d'urgence;10:30;Cugnaux;L'Union;10;30;21
TRA_3098;07/08/2024;ENF_081;Activité thérapeutique;13:00;Pibrac;Pibrac;7;45;37
TRA_3099;07/08/2024;ENF_034;Réunion éducative;18:30;Ramonville-Saint-Agne;Toulouse;28;180;46
TRA_3100;07/08/2024;ENF_116;Activité thérapeutique;09:45;Castanet-Tolosan;Balma;8;60;57
TRA_3101;07/08/2024;ENF_169;Visite éducative;16:00;Fonsorbes;Frouzins;19;180;50
TRA_3102;07/08/2024;ENF_187;Loisirs encadrés;11:00;Frouzins;Cugnaux;34;120;32
TRA_3103;07/08/2024;ENF_133;Formation professionnelle;11:15;Toulouse;Blagnac;28;45;48
TRA_3104;07/08/2024;ENF_020;Formation professionnelle;12:15;Ramonville-Saint-Agne;Castanet-Tolosan;47;30;23
TRA_3105;07/08/2024;ENF_153;Consultation spécialisée;19:15;Fonsorbes;Cornebarrieu;45;90;76
TRA_3106;07/08/2024;ENF_140;Consultation spécialisée;19:45;Saint-Gaudens;Saint-Gaudens;18;30;29
TRA_3107;07/08/2024;ENF_068;Visite éducative;18:15;Lèguevin;Toulouse;20;15;56
TRA_3108;07/08/2024;ENF_019;Consultation psychologique;11:15;Portet-sur-Garonne;Blagnac;39;30;50
TRA_3109;07/08/2024;ENF_163;Transport d'urgence;12:00;Saint-Orens-de-Gameville;Cugnaux;10;90;62
TRA_3110;07/08/2024;ENF_160;Loisirs encadrés;12:00;Balma;Blagnac;47;30;58
TRA_3111;07/08/2024;ENF_020;Transport d'urgence;10:00;Ramonville-Saint-Agne;Colomiers;21;120;76
TRA_3112;07/08/2024;ENF_069;Consultation spécialisée;11:15;Ramonville-Saint-Agne;Cugnaux;26;90;52
TRA_3113;08/08/2024;ENF_080;Transport d'urgence;17:30;Pibrac;Saint-Orens-de-Gameville;37;120;61
TRA_3114;08/08/2024;ENF_092;Visite familiale encadrée;18:00;Muret;Plaisance-du-Touch;28;45;67
TRA_3115;08/08/2024;ENF_060;Visite familiale encadrée;18:30;Cornebarrieu;Portet-sur-Garonne;13;30;27
TRA_3116;08/08/2024;ENF_054;Consultation psychologique;19:00;L'Union;L'Union;14;180;65
TRA_3117;08/08/2024;ENF_006;Rendez-vous médical;10:45;Blagnac;Balma;31;120;30
TRA_3118;08/08/2024;ENF_024;Consultation spécialisée;17:45;Toulouse;Blagnac;47;30;79
TRA_3119;08/08/2024;ENF_001;Réunion éducative;10:45;L'Union;Muret;39;90;73
TRA_3120;08/08/2024;ENF_104;Consultation spécialisée;13:45;L'Union;Plaisance-du-Touch;9;90;37
TRA_3121;08/08/2024;ENF_032;Audience tribunal;19:30;L'Union;Frouzins;11;180;70
TRA_3122;08/08/2024;ENF_017;Réunion éducative;16:00;Cornebarrieu;Plaisance-du-Touch;26;60;58
TRA_3123;08/08/2024;ENF_158;Consultation spécialisée;13:30;Cugnaux;Frouzins;44;90;69
TRA_3124;08/08/2024;ENF_170;Loisirs encadrés;09:15;Ramonville-Saint-Agne;Saint-Gaudens;11;90;56
TRA_3125;08/08/2024;ENF_119;Formation professionnelle;18:15;Pibrac;Colomiers;36;180;79
TRA_3126;08/08/2024;ENF_034;Réunion éducative;18:15;Ramonville-Saint-Agne;Toulouse;21;90;39
TRA_3127;08/08/2024;ENF_061;Transport scolaire;17:00;Pins-Justaret;Toulouse;27;180;38
TRA_3128;08/08/2024;ENF_035;Consultation spécialisée;16:30;Colomiers;Fonsorbes;45;60;58
TRA_3129;08/08/2024;ENF_031;Consultation psychologique;14:00;Tournefeuille;L'Union;49;15;45
TRA_3130;08/08/2024;ENF_066;Réunion éducative;19:00;Colomiers;Pins-Justaret;36;180;39
TRA_3131;08/08/2024;ENF_062;Activité thérapeutique;08:45;Saint-Orens-de-Gameville;Fonsorbes;40;15;22
TRA_3132;08/08/2024;ENF_053;Transport d'urgence;18:15;Fonsorbes;Pibrac;8;90;63
TRA_3133;08/08/2024;ENF_004;Rendez-vous médical;19:00;Pibrac;Clinique Saint-Jean;25;15;64
TRA_3134;08/08/2024;ENF_101;Loisirs encadrés;08:45;Toulouse;Ramonville-Saint-Agne;5;90;60
TRA_3135;11/08/2024;ENF_017;Consultation spécialisée;19:15;Cornebarrieu;Saint-Gaudens;26;45;76
TRA_3136;11/08/2024;ENF_166;Consultation psychologique;12:00;Saint-Orens-de-Gameville;Cornebarrieu;24;45;25
TRA_3137;11/08/2024;ENF_168;Visite éducative;18:45;Blagnac;Cugnaux;22;180;35
TRA_3138;11/08/2024;ENF_193;Transport scolaire;12:30;Colomiers;Saint-Gaudens;38;60;35
TRA_3139;11/08/2024;ENF_199;Loisirs encadrés;16:15;Balma;Saint-Orens-de-Gameville;28;60;46
TRA_3140;11/08/2024;ENF_028;Transport d'urgence;18:00;Saint-Orens-de-Gameville;Balma;21;30;43
TRA_3141;11/08/2024;ENF_058;Loisirs encadrés;15:45;Cugnaux;Portet-sur-Garonne;6;180;28
TRA_3142;11/08/2024;ENF_037;Audience tribunal;14:45;Saint-Orens-de-Gameville;Pins-Justaret;11;15;69
TRA_3143;11/08/2024;ENF_012;Activité thérapeutique;10:45;Frouzins;Portet-sur-Garonne;10;180;63
TRA_3144;11/08/2024;ENF_045;Consultation psychologique;10:00;Muret;Pins-Justaret;46;45;59
TRA_3145;11/08/2024;ENF_025;Activité thérapeutique;10:00;Plaisance-du-Touch;Balma;15;30;69
TRA_3146;11/08/2024;ENF_145;Activité thérapeutique;09:00;Blagnac;Plaisance-du-Touch;40;15;27
TRA_3147;11/08/2024;ENF_111;Loisirs encadrés;09:45;Frouzins;Toulouse;19;15;72
TRA_3148;11/08/2024;ENF_124;Formation professionnelle;09:15;Pibrac;Saint-Gaudens;49;15;65
TRA_3149;11/08/2024;ENF_089;Consultation spécialisée;08:30;Fonsorbes;Pins-Justaret;11;45;71
TRA_3150;11/08/2024;ENF_134;Visite familiale encadrée;09:15;Ramonville-Saint-Agne;Portet-sur-Garonne;12;45;73
TRA_3151;11/08/2024;ENF_184;Transport scolaire;13:30;Ramonville-Saint-Agne;Villefranche de Lauragais;35;30;54
TRA_3152;11/08/2024;ENF_111;Rendez-vous médical;10:30;Frouzins;Clinique Saint-Jean;30;180;34
TRA_3153;11/08/2024;ENF_021;Rendez-vous médical;19:30;Pins-Justaret;Balma;37;30;57
TRA_3154;11/08/2024;ENF_192;Formation professionnelle;10:15;Balma;Blagnac;43;15;40
TRA_3155;11/08/2024;ENF_078;Formation professionnelle;10:30;Balma;Toulouse;33;45;45
TRA_3156;12/08/2024;ENF_182;Visite éducative;15:45;Saint-Orens-de-Gameville;Ramonville-Saint-Agne;16;60;49
TRA_3157;12/08/2024;ENF_027;Réunion éducative;10:00;Lèguevin;Plaisance-du-Touch;38;180;64
TRA_3158;12/08/2024;ENF_074;Consultation psychologique;10:15;Frouzins;Cornebarrieu;40;60;79
TRA_3159;12/08/2024;ENF_101;Audience tribunal;09:45;Toulouse;Cornebarrieu;10;60;79
TRA_3160;12/08/2024;ENF_186;Consultation spécialisée;19:15;Portet-sur-Garonne;Tournefeuille;14;30;77
TRA_3161;12/08/2024;ENF_189;Activité thérapeutique;14:15;Frouzins;Toulouse;32;90;73
TRA_3162;12/08/2024;ENF_021;Consultation psychologique;09:15;Pins-Justaret;Tournefeuille;40;90;62
TRA_3163;12/08/2024;ENF_115;Visite familiale encadrée;08:00;Saint-Orens-de-Gameville;Cornebarrieu;40;180;45
TRA_3164;12/08/2024;ENF_105;Consultation psychologique;17:15;Toulouse;Castanet-Tolosan;15;120;72
TRA_3165;12/08/2024;ENF_112;Formation professionnelle;08:15;L'Union;Plaisance-du-Touch;25;60;38
TRA_3166;12/08/2024;ENF_140;Transport d'urgence;15:00;Saint-Gaudens;Fonsorbes;23;120;36
TRA_3167;12/08/2024;ENF_168;Visite éducative;13:45;Blagnac;Frouzins;10;45;53
TRA_3168;12/08/2024;ENF_032;Visite familiale encadrée;16:30;L'Union;Castanet-Tolosan;22;90;78
TRA_3169;12/08/2024;ENF_140;Activité thérapeutique;18:15;Saint-Gaudens;Ramonville-Saint-Agne;49;120;44
TRA_3170;12/08/2024;ENF_137;Activité thérapeutique;17:45;Tournefeuille;Portet-sur-Garonne;6;120;71
TRA_3171;12/08/2024;ENF_160;Activité thérapeutique;13:45;Balma;Pibrac;30;60;21
TRA_3172;12/08/2024;ENF_186;Réunion éducative;13:45;Portet-sur-Garonne;Muret;13;30;77
TRA_3173;12/08/2024;ENF_118;Consultation psychologique;11:45;Ramonville-Saint-Agne;L'Union;13;30;58
TRA_3174;12/08/2024;ENF_140;Réunion éducative;10:30;Saint-Gaudens;Plaisance-du-Touch;12;30;50
TRA_3175;12/08/2024;ENF_123;Formation professionnelle;10:15;Plaisance-du-Touch;Balma;43;60;48
TRA_3176;12/08/2024;ENF_134;Visite éducative;12:15;Ramonville-Saint-Agne;Saint-Gaudens;12;120;41
TRA_3177;12/08/2024;ENF_110;Consultation psychologique;14:00;Saint-Orens-de-Gameville;Tournefeuille;23;15;28
TRA_3178;13/08/2024;ENF_019;Consultation psychologique;18:15;Portet-sur-Garonne;Saint-Orens-de-Gameville;9;180;40
TRA_3179;13/08/2024;ENF_052;Consultation psychologique;16:30;Toulouse;Saint-Orens-de-Gameville;48;45;71
TRA_3180;13/08/2024;ENF_028;Consultation psychologique;11:45;Saint-Orens-de-Gameville;Castanet-Tolosan;38;120;70
TRA_3181;13/08/2024;ENF_176;Consultation spécialisée;17:00;Fonsorbes;Pibrac;11;30;61
TRA_3182;13/08/2024;ENF_087;Transport scolaire;11:00;Castanet-Tolosan;Toulouse;46;180;55
TRA_3183;13/08/2024;ENF_002;Consultation spécialisée;15:45;Colomiers;Saint-Orens-de-Gameville;43;180;73
TRA_3184;13/08/2024;ENF_138;Loisirs encadrés;12:00;Pibrac;Plaisance-du-Touch;41;30;24
TRA_3185;13/08/2024;ENF_160;Transport scolaire;14:45;Balma;Saint-Gaudens;17;180;32
TRA_3186;13/08/2024;ENF_169;Audience tribunal;09:45;Fonsorbes;Fonsorbes;25;90;55
TRA_3187;13/08/2024;ENF_117;Activité thérapeutique;17:30;Tournefeuille;Frouzins;16;90;61
TRA_3188;13/08/2024;ENF_058;Rendez-vous médical;11:30;Cugnaux;Toulouse;30;180;40
TRA_3189;13/08/2024;ENF_092;Visite éducative;10:45;Muret;Fonsorbes;30;120;28
TRA_3190;13/08/2024;ENF_084;Loisirs encadrés;13:00;Saint-Gaudens;Frouzins;46;180;67
TRA_3191;13/08/2024;ENF_049;Visite familiale encadrée;13:00;Saint-Orens-de-Gameville;L'Union;8;15;64
TRA_3192;13/08/2024;ENF_168;Transport d'urgence;19:15;Blagnac;Cornebarrieu;39;15;23
TRA_3193;13/08/2024;ENF_075;Transport scolaire;19:30;Frouzins;Toulouse;11;180;34
TRA_3194;13/08/2024;ENF_141;Transport scolaire;13:45;Ramonville-Saint-Agne;Villefranche de Lauragais;27;120;62
TRA_3195;13/08/2024;ENF_081;Consultation spécialisée;12:15;Pibrac;Frouzins;39;45;71
TRA_3196;13/08/2024;ENF_154;Visite éducative;12:15;Tournefeuille;Fonsorbes;10;60;57
TRA_3197;13/08/2024;ENF_059;Transport scolaire;10:15;Fonsorbes;Villefranche de Lauragais;7;60;47
TRA_3198;13/08/2024;ENF_034;Réunion éducative;17:00;Ramonville-Saint-Agne;Blagnac;45;15;33
TRA_3199;14/08/2024;ENF_142;Visite éducative;19:45;Fonsorbes;Tournefeuille;18;30;65
TRA_3200;14/08/2024;ENF_041;Activité thérapeutique;17:15;Pins-Justaret;Fonsorbes;31;45;61
TRA_3201;14/08/2024;ENF_085;Visite familiale encadrée;16:00;Frouzins;Lèguevin;47;30;33
TRA_3202;14/08/2024;ENF_154;Visite familiale encadrée;09:15;Tournefeuille;Lèguevin;16;30;72
TRA_3203;14/08/2024;ENF_090;Formation professionnelle;13:00;Saint-Orens-de-Gameville;Lèguevin;19;90;68
TRA_3204;14/08/2024;ENF_032;Transport scolaire;08:15;L'Union;Villefranche de Lauragais;20;30;34
TRA_3205;14/08/2024;ENF_039;Loisirs encadrés;13:30;Lèguevin;Cugnaux;31;30;65
TRA_3206;14/08/2024;ENF_025;Transport scolaire;19:00;Plaisance-du-Touch;Saint-Gaudens;21;30;47
TRA_3207;14/08/2024;ENF_156;Réunion éducative;14:45;Saint-Orens-de-Gameville;Plaisance-du-Touch;19;180;76
TRA_3208;14/08/2024;ENF_164;Formation professionnelle;13:30;Saint-Gaudens;Tournefeuille;13;90;50
TRA_3209;14/08/2024;ENF_022;Activité thérapeutique;18:15;Portet-sur-Garonne;Colomiers;9;180;70
TRA_3210;14/08/2024;ENF_136;Réunion éducative;09:15;L'Union;Muret;27;45;39
TRA_3211;14/08/2024;ENF_025;Audience tribunal;09:15;Plaisance-du-Touch;Portet-sur-Garonne;25;15;69
TRA_3212;14/08/2024;ENF_169;Consultation spécialisée;10:15;Fonsorbes;Cugnaux;13;30;45
TRA_3213;14/08/2024;ENF_166;Audience tribunal;16:30;Saint-Orens-de-Gameville;Ramonville-Saint-Agne;27;120;27
TRA_3214;14/08/2024;ENF_070;Formation professionnelle;09:30;Cugnaux;Saint-Gaudens;6;45;62
TRA_3215;14/08/2024;ENF_194;Transport d'urgence;14:45;Fonsorbes;Saint-Orens-de-Gameville;41;45;63
TRA_3216;15/08/2024;ENF_197;Loisirs encadrés;10:00;Colomiers;Colomiers;45;60;61
TRA_3217;15/08/2024;ENF_056;Formation professionnelle;08:45;Cornebarrieu;Saint-Orens-de-Gameville;31;90;21
TRA_3218;15/08/2024;ENF_103;Visite éducative;13:15;Castanet-Tolosan;Pibrac;16;180;34
TRA_3219;15/08/2024;ENF_016;Transport scolaire;15:30;Muret;Toulouse;7;30;59
TRA_3220;15/08/2024;ENF_149;Rendez-vous médical;16:00;Muret;Balma;18;15;74
TRA_3221;15/08/2024;ENF_151;Consultation spécialisée;12:00;Muret;Cugnaux;35;60;29
TRA_3222;15/08/2024;ENF_132;Loisirs encadrés;18:30;Saint-Orens-de-Gameville;Fonsorbes;43;60;65
TRA_3223;15/08/2024;ENF_049;Audience tribunal;10:30;Saint-Orens-de-Gameville;Blagnac;37;90;48
TRA_3224;15/08/2024;ENF_169;Consultation psychologique;16:00;Fonsorbes;Saint-Gaudens;35;60;23
TRA_3225;15/08/2024;ENF_045;Visite familiale encadrée;16:45;Muret;Toulouse;17;15;62
TRA_3226;15/08/2024;ENF_084;Activité thérapeutique;19:00;Saint-Gaudens;Fonsorbes;31;90;71
TRA_3227;15/08/2024;ENF_020;Visite éducative;08:15;Ramonville-Saint-Agne;Portet-sur-Garonne;13;180;35
TRA_3228;15/08/2024;ENF_035;Loisirs encadrés;12:15;Colomiers;Blagnac;25;60;54
TRA_3229;15/08/2024;ENF_138;Réunion éducative;09:30;Pibrac;Castanet-Tolosan;38;120;76
TRA_3230;15/08/2024;ENF_173;Consultation psychologique;15:00;Pibrac;Saint-Orens-de-Gameville;14;45;30
TRA_3231;15/08/2024;ENF_139;Consultation spécialisée;16:45;Pibrac;Toulouse;30;15;23
TRA_3232;15/08/2024;ENF_075;Formation professionnelle;15:30;Frouzins;Saint-Orens-de-Gameville;32;15;68
TRA_3233;15/08/2024;ENF_061;Réunion éducative;12:30;Pins-Justaret;Balma;29;90;72
TRA_3234;15/08/2024;ENF_182;Visite éducative;10:15;Saint-Orens-de-Gameville;Pibrac;38;45;60
TRA_3235;15/08/2024;ENF_145;Consultation spécialisée;09:15;Blagnac;Saint-Gaudens;31;120;43
TRA_3236;15/08/2024;ENF_166;Loisirs encadrés;15:45;Saint-Orens-de-Gameville;Cugnaux;32;180;75
TRA_3237;18/08/2024;ENF_152;Loisirs encadrés;14:30;Tournefeuille;Pibrac;33;15;51
TRA_3238;18/08/2024;ENF_152;Transport d'urgence;11:30;Tournefeuille;Portet-sur-Garonne;14;90;27
TRA_3239;18/08/2024;ENF_067;Consultation psychologique;13:45;Frouzins;Ramonville-Saint-Agne;20;30;57
TRA_3240;18/08/2024;ENF_065;Loisirs encadrés;15:15;Cugnaux;Saint-Gaudens;9;120;50
TRA_3241;18/08/2024;ENF_169;Réunion éducative;09:15;Fonsorbes;Pibrac;44;60;60
TRA_3242;18/08/2024;ENF_148;Consultation psychologique;18:15;Fonsorbes;Fonsorbes;19;60;69
TRA_3243;18/08/2024;ENF_004;Visite éducative;08:30;Pibrac;Lèguevin;31;30;50
TRA_3244;18/08/2024;ENF_130;Loisirs encadrés;17:15;Toulouse;Colomiers;49;60;46
